,Name,School,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS
1393,Tony Bobbitt,Cincinnati,59.0,1.0,18.4,3.7,8.8,0.423,1.6,3.0,0.514,2.2,5.7,0.375,1.3,1.6,0.8390000000000001,0.4,2.3,2.6,1.3,1.1,0.1,0.9,2.4,10.9,6.87
1394,Matt Bonner,Florida,131.0,81.0,25.0,4.4,8.8,0.503,3.2,5.6,0.564,1.3,3.2,0.395,1.9,2.5,0.74,2.3,4.7,5.9,1.2,0.7,0.5,1.6,1.5,12.0,8.03
1395,Antonio Burks,Memphis,91.0,80.0,30.6,4.3,9.2,0.469,3.6,7.4,0.484,0.7,1.7,0.401,2.0,3.0,0.6729999999999999,0.5,2.1,2.6,5.4,1.9,0.2,2.3,2.3,11.3,5.31
1397,Lionel Chalmers,Xavier,123.0,99.0,31.7,4.2,9.8,0.425,2.3,4.7,0.483,1.9,5.1,0.37200000000000005,2.4,3.4,0.716,0.5,2.4,2.9,3.3,1.3,0.1,2.7,2.2,12.7,4.78
1398,Josh Childress,Stanford,86.0,57.0,28.6,4.5,10.2,0.43799999999999994,3.3,6.6,0.494,1.2,3.6,0.335,2.2,2.8,0.755,1.9,4.9,6.8,1.8,0.9,1.1,1.7,2.1,12.3,7.25
1399,Nick Collison,Kansas,142.0,130.0,27.4,6.0,10.7,0.562,5.9,10.3,0.5710000000000001,0.2,0.5,0.359,2.5,4.0,0.624,3.0,5.4,8.0,1.8,1.1,1.7,2.4,2.9,14.8,9.68
1400,Erik Daniels,Kentucky,127.0,61.0,20.5,3.5,6.3,0.5589999999999999,3.4,5.7,0.59,0.1,0.6,0.26,1.1,1.8,0.611,1.6,2.5,4.1,1.8,0.7,0.3,1.3,1.9,8.3,10.23
1401,Luol Deng,Duke,37.0,32.0,31.1,5.7,11.9,0.47600000000000003,4.6,8.9,0.515,1.1,3.0,0.36,2.6,3.7,0.71,2.2,4.7,6.9,1.8,1.3,1.1,2.2,2.2,15.1,10.86
1402,Chris Duhon,Duke,144.0,113.0,33.4,3.0,7.2,0.418,1.9,3.7,0.511,1.1,3.5,0.321,1.7,2.4,0.693,0.8,2.6,3.4,5.7,2.1,0.1,2.5,1.9,8.8,10.09
1403,Corsley Edwards,Central Connecticut,123.0,55.0,27.6,5.3,10.4,0.509,5.3,10.4,0.51,0.0,0.0,0.0,3.5,5.0,0.688,3.8,4.5,7.9,0.8,0.9,1.6,2.0,1.6,14.1,-9.85
1405,Andre Emmett,Texas Tech,128.0,97.0,32.3,6.9,13.8,0.5,6.5,12.4,0.52,0.4,1.4,0.312,3.4,4.9,0.703,2.1,3.9,6.0,1.6,1.3,0.3,1.9,1.3,17.6,7.3
1407,Matt Freije,Vanderbilt,121.0,111.0,28.7,5.2,11.7,0.44799999999999995,3.7,7.4,0.501,1.5,4.3,0.355,3.7,4.7,0.7859999999999999,1.6,3.3,4.9,0.9,0.7,0.6,1.4,2.2,15.6,8.36
1408,Ben Gordon,UConn,106.0,74.0,31.0,5.6,12.7,0.44,3.2,7.2,0.452,2.3,5.5,0.423,3.5,4.4,0.795,0.8,3.1,3.9,4.1,1.2,0.2,2.8,2.3,16.9,7.61
1409,Devin Harris,Wisconsin,96.0,96.0,35.0,4.6,10.2,0.447,2.6,5.0,0.522,1.9,5.2,0.375,3.8,4.8,0.778,0.7,3.4,4.1,3.1,1.7,0.4,1.8,2.1,14.8,7.74
1410,David Harrison,Colorado,88.0,82.0,28.2,5.6,9.2,0.601,5.6,9.2,0.602,0.0,0.0,0.0,3.9,7.0,0.5529999999999999,3.4,4.6,8.0,0.6,0.6,2.6,2.4,3.4,15.0,6.73
1411,Kris Humphries,Minnesota,29.0,28.0,34.1,7.6,17.2,0.444,7.0,15.4,0.455,0.6,1.7,0.34,5.9,7.9,0.742,3.1,7.0,10.1,0.7,0.9,1.1,2.8,2.2,21.7,5.36
1412,Andre Iguodala,Arizona,62.0,34.0,25.4,3.3,7.8,0.424,2.8,5.9,0.473,0.5,1.9,0.27399999999999997,2.5,3.3,0.738,2.2,4.4,6.6,3.4,1.5,0.5,2.1,2.2,9.6,7.79
1413,Royal Ivey,Texas,133.0,126.0,24.7,2.8,6.1,0.455,2.4,4.9,0.483,0.4,1.2,0.33799999999999997,1.9,2.6,0.7090000000000001,1.1,1.9,3.1,2.3,0.9,0.2,1.5,2.7,7.8,9.13
1414,Luke Jackson,Oregon,126.0,102.0,29.1,5.1,11.1,0.461,3.7,7.7,0.488,1.4,3.4,0.402,4.0,4.7,0.8490000000000001,1.7,4.2,5.9,3.4,1.3,0.3,2.3,1.8,15.6,6.96
1415,Brandin Knight,Pitt,127.0,94.0,33.9,3.9,9.7,0.39899999999999997,2.2,4.6,0.489,1.6,5.1,0.32,1.9,3.6,0.537,0.7,3.2,3.9,6.2,2.3,0.4,3.1,1.9,11.3,4.98
1416,Kevin Martin,Western Carolina,79.0,77.0,31.8,7.2,15.5,0.462,4.9,9.1,0.542,2.2,6.4,0.34600000000000003,6.8,8.0,0.841,0.9,3.5,4.5,1.7,1.7,0.4,2.9,2.1,23.3,-3.74
1417,Jameer Nelson,St. Joseph's,125.0,125.0,34.5,5.6,12.4,0.45399999999999996,3.8,7.4,0.514,1.8,5.0,0.365,3.7,4.7,0.7859999999999999,1.0,3.6,4.6,5.7,2.0,0.1,3.0,2.2,16.8,4.12
1419,Justin Reed,Ole Miss,122.0,114.0,28.7,5.6,11.7,0.47600000000000003,5.2,10.4,0.5,0.4,1.3,0.285,3.1,4.4,0.7070000000000001,2.4,3.9,6.3,1.1,1.0,0.7,2.4,3.2,14.6,7.16
1421,Bernard Robinson,Michigan,120.0,104.0,30.6,4.6,10.4,0.44,4.0,8.5,0.47200000000000003,0.6,1.9,0.297,2.8,3.4,0.8140000000000001,1.3,4.0,5.3,3.0,1.4,0.4,2.9,2.5,12.5,8.4
1422,Quinton Ross,SMU,119.0,89.0,30.4,4.8,10.8,0.446,3.4,6.5,0.521,1.4,4.3,0.331,3.7,4.9,0.7559999999999999,2.3,3.7,5.5,1.9,1.3,0.7,2.1,1.6,14.8,2.67
1424,Kirk Snyder,Nevada,84.0,74.0,30.8,5.7,13.3,0.426,4.4,9.3,0.47700000000000004,1.3,4.1,0.31,4.1,6.0,0.677,2.3,4.1,6.4,2.7,0.9,0.8,3.1,2.4,16.7,3.25
1425,Pape Sow,Cal State Fullerton,72.0,70.0,32.4,5.3,11.3,0.46799999999999997,5.0,10.4,0.484,0.3,0.9,0.294,4.9,7.3,0.667,2.8,6.2,9.1,0.8,1.4,0.8,2.6,3.6,15.8,-1.62
1429,Jackson Vroman,Iowa State,63.0,62.0,30.6,5.4,9.7,0.5579999999999999,5.4,9.5,0.569,0.0,0.2,0.077,2.4,4.7,0.512,3.1,6.3,9.5,2.1,1.2,1.1,2.8,3.6,13.2,7.06
1430,Delonte West,St. Joseph's,89.0,56.0,26.8,5.1,10.3,0.489,3.8,7.0,0.544,1.3,3.4,0.377,2.5,3.0,0.831,1.0,3.2,4.2,3.0,1.4,0.2,2.0,1.9,13.9,4.0
1432,Alex Acker,Pepperdine,88.0,80.0,34.4,5.1,11.2,0.457,3.7,7.9,0.47600000000000003,1.4,3.3,0.41100000000000003,2.9,3.5,0.823,1.5,4.1,5.6,2.8,1.5,0.4,2.6,1.9,14.5,1.8
1433,Alan Anderson,Michigan State,126.0,110.0,26.8,3.0,6.1,0.503,2.7,5.0,0.532,0.4,1.0,0.366,3.0,3.6,0.831,1.2,2.9,4.2,2.4,0.8,0.2,2.3,2.6,9.5,8.78
1434,Earl Barron,Memphis,128.0,46.0,19.8,2.8,5.9,0.479,2.8,5.7,0.489,0.0,0.2,0.174,2.2,3.2,0.685,2.3,2.8,4.9,0.7,0.4,1.0,1.4,2.5,7.8,5.68
1435,Eddie Basden,Charlotte,118.0,79.0,27.2,3.1,6.3,0.491,2.7,5.3,0.518,0.4,1.0,0.353,2.5,3.6,0.687,2.4,4.1,6.5,2.7,2.2,0.2,2.1,2.1,9.0,6.08
1436,Brandon Bass,LSU,59.0,58.0,34.2,5.1,9.5,0.54,4.8,8.7,0.5539999999999999,0.3,0.8,0.37799999999999995,4.6,5.8,0.78,2.6,5.6,8.2,0.7,0.8,1.8,1.8,2.2,15.1,7.18
1437,Andrew Bogut,Utah,68.0,68.0,32.7,6.6,10.9,0.603,6.4,10.4,0.616,0.2,0.5,0.361,3.2,4.7,0.674,3.5,7.6,11.1,2.3,0.7,1.6,2.7,2.3,16.6,4.53
1438,Kevin Burleson,Minnesota,123.0,61.0,27.0,2.2,6.0,0.371,1.0,2.3,0.434,1.2,3.6,0.331,1.4,1.9,0.7509999999999999,0.5,1.8,2.4,3.6,1.3,0.3,2.0,2.1,7.0,8.21
1440,Travis Diener,Marquette,120.0,89.0,31.4,4.3,10.2,0.41600000000000004,1.9,4.5,0.42,2.4,5.7,0.413,3.2,3.8,0.8370000000000001,0.5,2.6,3.1,5.1,1.3,0.1,1.9,2.1,14.1,5.22
1441,Ike Diogu,Arizona State,91.0,91.0,35.1,6.8,11.9,0.5710000000000001,6.3,10.7,0.591,0.5,1.2,0.387,7.4,9.4,0.7859999999999999,3.4,5.5,8.8,1.2,0.4,1.7,3.4,2.8,21.4,6.66
1442,Daniel Ewing,Duke,138.0,79.0,27.7,3.9,9.0,0.43200000000000005,2.3,5.0,0.46399999999999997,1.6,4.0,0.392,2.2,2.9,0.746,0.8,1.9,2.8,2.1,1.4,0.2,1.9,2.6,11.6,9.61
1443,Noel Felix,Fresno State,128.0,52.0,17.3,2.3,4.5,0.501,2.2,4.3,0.518,0.1,0.3,0.212,0.8,1.4,0.583,1.4,2.8,3.7,0.4,0.5,0.9,1.5,2.0,5.4,3.59
1444,Raymond Felton,UNC,101.0,100.0,33.9,4.1,9.7,0.423,2.4,5.1,0.467,1.7,4.6,0.375,2.6,3.5,0.731,0.7,3.4,4.1,6.9,1.9,0.3,3.6,2.3,12.5,11.0
1445,Gerald Fitch,Kentucky,127.0,107.0,26.3,3.6,8.0,0.452,2.1,4.1,0.507,1.6,4.0,0.396,2.1,2.9,0.736,1.3,2.9,4.2,1.8,1.2,0.1,1.6,1.9,11.0,10.23
1446,Sharrod Ford,Clemson,118.0,87.0,23.9,3.8,7.1,0.54,3.8,7.0,0.5429999999999999,0.0,0.0,0.0,2.2,3.8,0.57,2.6,3.8,6.5,0.6,0.5,1.5,1.9,2.7,9.8,7.62
1447,Channing Frye,Arizona,133.0,119.0,27.7,5.3,9.5,0.562,5.3,9.3,0.568,0.0,0.2,0.261,2.8,3.7,0.759,2.8,4.6,7.3,1.3,0.6,1.9,1.4,2.8,13.5,9.02
1448,Deng Gai,Fairfield,100.0,89.0,29.5,4.6,9.8,0.473,3.9,7.6,0.513,0.7,2.2,0.335,2.7,3.7,0.736,2.0,5.0,7.0,1.0,0.6,4.4,2.2,3.0,12.7,-2.74
1449,Ryan Gomes,Providence,116.0,115.0,35.1,6.8,13.0,0.519,6.1,11.0,0.5489999999999999,0.7,2.0,0.35200000000000004,4.2,5.3,0.789,3.3,5.5,8.9,2.3,1.6,0.4,2.3,2.1,18.4,7.36
1453,Devin Green,Hampton,123.0,117.0,31.2,5.0,11.0,0.452,3.8,7.5,0.5,1.2,3.5,0.34700000000000003,3.1,4.3,0.736,2.0,4.2,6.2,2.2,1.4,0.6,2.8,2.5,14.3,-9.77
1455,Anthony Grundy,NC State,121.0,58.0,29.4,4.9,11.3,0.43200000000000005,3.5,7.2,0.489,1.4,4.1,0.33299999999999996,2.5,3.5,0.7090000000000001,1.2,3.7,4.4,2.9,2.0,0.2,2.2,1.2,13.6,8.35
1456,Chuck Hayes,Kentucky,134.0,111.0,26.2,3.4,6.7,0.503,3.2,6.1,0.527,0.1,0.6,0.244,2.1,2.9,0.733,2.6,4.4,6.9,2.2,1.3,1.0,1.6,2.3,9.0,9.49
1457,Luther Head,Illinois,128.0,84.0,25.4,3.5,7.5,0.473,1.9,3.2,0.594,1.6,4.3,0.382,1.4,1.9,0.752,0.7,2.5,3.1,2.5,1.2,0.2,1.5,1.5,10.1,8.06
1458,Julius Hodge,NC State,129.0,125.0,33.0,5.2,10.9,0.473,4.3,8.2,0.52,0.9,2.7,0.32899999999999996,4.6,6.1,0.76,2.0,4.0,6.0,3.5,1.2,0.6,2.6,2.5,15.8,8.87
1460,Jarrett Jack,Georgia Tech,101.0,100.0,32.3,4.0,8.4,0.478,3.1,5.9,0.53,0.9,2.6,0.359,3.6,4.5,0.7959999999999999,0.4,4.0,4.5,5.4,1.8,0.1,3.3,2.0,12.5,9.64
1461,Amir Johnson,Radford,120.0,117.0,34.5,3.4,8.8,0.389,2.2,5.1,0.426,1.3,3.7,0.33799999999999997,2.2,3.2,0.6679999999999999,0.4,3.5,4.0,5.0,1.6,0.1,3.3,2.7,10.2,-4.67
1463,Linas Kleiza,Missouri,49.0,28.0,28.7,4.7,11.3,0.413,3.9,8.6,0.45299999999999996,0.8,2.8,0.287,4.3,6.1,0.7070000000000001,2.5,5.4,7.9,1.3,0.6,0.3,2.4,2.9,14.4,9.14
1464,David Lee,Florida,127.0,95.0,25.0,4.3,7.4,0.581,4.3,7.3,0.584,0.0,0.0,0.0,2.8,4.0,0.6809999999999999,2.2,4.6,6.8,2.0,0.9,0.9,2.1,2.2,11.3,8.11
1466,Jason Maxiell,Cincinnati,129.0,95.0,27.6,4.4,8.6,0.507,4.3,8.5,0.509,0.0,0.1,0.28600000000000003,3.4,5.2,0.653,2.8,4.3,7.0,0.7,0.7,1.9,1.5,2.6,12.1,6.76
1467,Sean May,UNC,77.0,75.0,27.8,5.7,11.2,0.513,5.7,11.1,0.519,0.0,0.1,0.0,4.3,6.0,0.7170000000000001,3.5,6.5,10.0,1.5,1.3,1.2,2.4,2.4,15.8,11.0
1468,Rashad McCants,UNC,98.0,90.0,29.2,6.3,12.9,0.486,4.0,7.4,0.5379999999999999,2.3,5.4,0.415,2.8,3.8,0.721,1.5,2.6,4.1,2.1,1.5,0.6,2.2,2.4,17.6,11.0
1469,Aaron Miles,Kansas,138.0,137.0,31.1,2.9,6.9,0.415,2.1,4.7,0.45,0.8,2.2,0.342,2.1,2.7,0.755,0.5,2.8,3.3,6.9,1.9,0.2,3.0,1.8,8.6,10.04
1471,Chris Paul,Wake Forest,63.0,62.0,33.5,4.4,9.3,0.47200000000000003,3.0,6.4,0.473,1.4,2.9,0.47,4.9,5.8,0.838,0.7,3.2,3.9,6.3,2.5,0.2,2.7,2.6,15.0,10.65
1472,Josh Powell,NC State,65.0,60.0,23.1,3.7,6.6,0.5529999999999999,3.5,6.1,0.579,0.2,0.6,0.289,2.2,3.0,0.7290000000000001,2.0,2.6,4.5,1.0,0.5,1.1,2.0,2.5,9.7,7.87
1474,Shavlik Randolph,Duke,92.0,36.0,17.5,2.2,4.4,0.506,2.1,3.9,0.532,0.1,0.5,0.28600000000000003,1.7,2.7,0.64,1.9,2.4,4.3,0.6,0.8,1.4,1.1,2.8,6.3,9.76
1475,Anthony Roberson,Florida,93.0,74.0,29.4,5.5,12.5,0.444,2.7,5.3,0.501,2.9,7.2,0.402,2.3,2.6,0.8640000000000001,0.6,2.0,2.5,2.6,1.0,0.1,1.8,1.8,16.2,8.02
1477,Nate Robinson,Washington,89.0,66.0,28.2,5.0,11.0,0.457,3.6,6.9,0.523,1.4,4.1,0.348,3.0,3.7,0.7929999999999999,1.6,2.3,3.9,3.2,1.6,0.1,2.0,2.6,14.4,7.12
1478,Melvin Sanders,Oklahoma State,94.0,94.0,28.5,3.7,8.7,0.431,2.4,4.8,0.501,1.3,3.9,0.345,1.1,1.7,0.639,1.1,3.3,4.4,1.3,1.4,0.3,1.5,2.8,9.9,6.65
1480,Luke Schenscher,Georgia Tech,118.0,90.0,22.3,3.0,5.6,0.542,3.0,5.6,0.5429999999999999,0.0,0.0,0.4,1.3,2.1,0.632,2.0,3.5,5.4,0.8,0.6,1.3,1.7,2.4,7.4,9.4
1481,Wayne Simien,Kansas,106.0,69.0,26.6,5.5,9.9,0.5579999999999999,5.5,9.7,0.5660000000000001,0.1,0.2,0.24,3.9,5.0,0.784,2.8,5.5,8.3,0.9,0.7,0.7,1.7,2.3,15.0,10.04
1482,James Singleton,Murray State,60.0,53.0,31.4,5.0,8.8,0.5670000000000001,4.7,8.1,0.579,0.3,0.7,0.429,3.3,4.1,0.794,3.7,6.9,10.5,1.5,1.1,1.9,2.0,3.0,13.5,-2.37
1483,Salim Stoudamire,Arizona,129.0,117.0,29.8,4.8,10.1,0.47100000000000003,2.1,4.3,0.488,2.7,5.8,0.45799999999999996,3.0,3.5,0.87,0.4,1.8,2.2,2.0,0.8,0.1,2.0,2.2,15.2,9.02
1485,Donell Taylor,Alabama-Birmingham,65.0,40.0,23.2,4.1,8.7,0.473,3.2,5.9,0.535,1.0,2.8,0.341,2.4,3.3,0.732,1.1,2.6,3.7,2.4,1.8,0.4,2.3,2.4,11.6,5.21
1486,Dijon Thompson,UCLA,117.0,72.0,27.8,4.6,10.0,0.46399999999999997,3.5,6.8,0.51,1.1,3.1,0.36200000000000004,2.1,2.7,0.7809999999999999,1.4,3.3,4.7,2.0,1.1,0.3,2.4,1.8,12.5,8.61
1487,Ronny Turiaf,Gonzaga,127.0,73.0,25.5,4.2,8.2,0.518,4.2,8.0,0.524,0.0,0.1,0.222,5.1,7.1,0.715,2.1,4.7,6.8,1.0,0.5,1.4,2.1,2.9,13.6,3.06
1488,Charlie Villanueva,UConn,63.0,35.0,22.3,4.3,8.3,0.518,3.9,7.4,0.534,0.4,1.0,0.39299999999999996,2.2,3.2,0.6809999999999999,2.2,4.6,6.7,1.0,0.4,1.7,1.7,2.2,11.2,7.7
1489,Von Wafer,Florida State,61.0,22.0,21.6,3.5,8.7,0.405,1.7,3.8,0.457,1.8,4.9,0.365,1.3,1.9,0.669,0.4,1.8,2.2,1.4,0.9,0.2,1.4,1.4,10.1,8.65
1490,Matt Walsh,Florida,92.0,90.0,30.7,4.4,9.7,0.45399999999999996,2.3,4.5,0.521,2.1,5.3,0.39799999999999996,3.2,4.1,0.7959999999999999,0.6,3.9,4.4,3.0,1.4,0.3,2.8,2.2,14.1,8.02
1491,Hakim Warrick,Syracuse,135.0,119.0,31.0,5.7,10.6,0.536,5.6,10.3,0.544,0.1,0.3,0.25,3.9,5.9,0.659,2.9,4.7,7.6,1.5,1.0,0.9,2.3,2.4,15.4,7.34
1492,Robert Whaley,Cincinnati,22.0,3.0,13.0,2.2,6.3,0.348,2.2,6.2,0.35,0.0,0.0,0.0,1.4,2.1,0.66,1.0,1.4,2.5,0.6,0.3,0.4,1.1,2.1,5.8,6.28
1493,Deron Williams,Illinois,101.0,98.0,31.7,4.0,9.4,0.42200000000000004,2.3,5.1,0.46399999999999997,1.6,4.3,0.374,1.5,2.1,0.685,0.4,2.9,3.3,5.9,1.1,0.2,2.4,2.2,11.0,7.44
1495,Marvin Williams,UNC,36.0,0.0,22.2,3.5,6.9,0.506,2.9,5.6,0.522,0.5,1.2,0.43200000000000005,3.8,4.5,0.847,1.8,4.8,6.6,0.7,1.1,0.5,1.6,2.6,11.3,10.66
1496,Antoine Wright,Texas A&M,87.0,83.0,32.1,5.4,13.0,0.41200000000000003,3.3,7.5,0.439,2.1,5.5,0.376,2.6,4.0,0.648,1.4,4.2,5.6,2.1,1.1,0.6,2.3,2.6,15.4,5.15
1497,Bracey Wright,Indiana,85.0,85.0,35.7,5.5,13.6,0.405,3.3,7.4,0.451,2.2,6.3,0.35,4.4,5.7,0.7759999999999999,1.3,3.8,5.1,2.4,0.9,0.6,2.3,1.8,17.6,9.25
1498,Derrick Zimmerman,Mississippi State,127.0,71.0,26.0,2.5,5.2,0.47700000000000004,2.2,4.1,0.5329999999999999,0.3,1.1,0.268,1.6,2.6,0.6,0.9,2.8,3.3,4.0,1.6,0.7,2.9,1.7,6.9,7.33
1499,Hassan Adams,Arizona,130.0,100.0,27.8,5.8,11.6,0.499,5.2,9.7,0.535,0.6,1.9,0.311,1.9,2.7,0.7040000000000001,2.5,3.0,5.4,2.0,1.8,0.7,2.0,2.0,14.0,8.42
1500,Maurice Ager,Michigan State,124.0,73.0,25.6,4.2,9.6,0.441,2.6,5.3,0.49200000000000005,1.6,4.3,0.38,2.5,3.2,0.775,0.8,2.6,3.4,1.5,0.5,0.3,1.7,1.9,12.5,8.19
1502,Hilton Armstrong,UConn,131.0,56.0,15.1,1.7,3.1,0.563,1.7,3.1,0.565,0.0,0.0,0.33299999999999996,1.2,2.1,0.578,1.3,2.6,3.9,0.6,0.3,1.5,1.2,2.1,4.7,7.4
1503,James Augustine,Illinois,137.0,134.0,27.1,3.9,6.3,0.617,3.9,6.2,0.623,0.0,0.1,0.33299999999999996,2.3,3.3,0.687,2.6,4.9,7.5,1.1,1.0,1.0,1.5,2.6,10.1,7.15
1504,Kelenna Azubuike,Kentucky,97.0,65.0,22.4,3.6,7.5,0.485,2.7,4.9,0.545,1.0,2.6,0.373,1.7,2.3,0.752,1.5,2.3,3.7,1.0,0.7,0.3,1.3,1.6,10.0,8.66
1505,Renaldo Balkman,South Carolina,104.0,40.0,21.1,3.0,5.5,0.5529999999999999,2.9,5.0,0.581,0.2,0.5,0.29100000000000004,1.2,2.2,0.5329999999999999,2.1,3.2,5.3,1.7,1.2,1.1,1.7,2.1,7.4,7.11
1506,Will Blalock,Iowa State,93.0,92.0,34.3,4.2,10.0,0.42100000000000004,3.2,7.1,0.445,1.1,2.9,0.365,2.1,2.9,0.7190000000000001,0.6,2.5,3.1,5.0,1.9,0.1,2.5,1.6,11.6,7.92
1508,Cedric Bozeman,UCLA,106.0,96.0,27.8,2.6,5.9,0.435,2.1,4.6,0.46799999999999997,0.4,1.3,0.321,1.0,1.8,0.584,0.6,2.6,3.2,3.6,0.6,0.1,2.4,1.9,6.6,8.9
1509,Ronnie Brewer,Arkansas,90.0,88.0,33.0,5.5,11.9,0.462,4.3,8.5,0.511,1.2,3.4,0.34,3.6,5.4,0.6709999999999999,1.7,3.4,5.0,3.3,2.4,0.5,2.3,1.7,15.7,5.35
1510,Andre Brown,DePaul,107.0,72.0,29.0,4.2,8.3,0.502,4.2,8.3,0.503,0.0,0.0,0.0,2.3,4.5,0.523,3.3,4.7,8.0,0.5,0.7,0.7,1.9,2.3,10.7,6.77
1511,Shannon Brown,Michigan State,97.0,89.0,28.0,4.3,9.4,0.457,3.2,6.3,0.503,1.1,3.1,0.364,2.5,3.0,0.831,1.0,2.4,3.4,1.9,1.3,0.1,2.0,1.9,12.2,7.69
1512,Rodney Carney,Memphis,133.0,101.0,27.6,5.0,11.9,0.415,2.8,6.0,0.46799999999999997,2.2,6.0,0.36200000000000004,2.2,3.1,0.7170000000000001,1.5,3.4,4.9,1.2,1.0,1.0,1.4,2.1,14.3,5.22
1513,Mardy Collins,Temple,125.0,124.0,37.5,5.7,14.4,0.39899999999999997,4.3,9.4,0.457,1.5,5.0,0.292,2.4,3.9,0.624,1.2,3.3,4.6,3.2,2.3,0.2,2.0,2.3,15.4,5.33
1514,Will Conroy,Washington,121.0,91.0,25.0,3.0,6.8,0.445,2.1,4.1,0.518,0.9,2.6,0.331,2.3,3.2,0.73,0.9,1.9,2.8,4.3,0.9,0.0,2.6,2.1,9.2,7.87
1515,Paul Davis,Michigan State,130.0,97.0,25.8,4.7,8.8,0.5379999999999999,4.6,8.4,0.5489999999999999,0.1,0.4,0.271,3.7,4.8,0.763,2.1,4.9,7.0,1.4,1.1,0.7,2.1,2.6,13.2,8.19
1516,Yakhouba Diawara,Pepperdine,45.0,40.0,32.5,5.4,11.9,0.456,4.7,9.7,0.48200000000000004,0.8,2.2,0.34299999999999997,3.8,5.9,0.65,3.0,3.0,6.0,1.0,0.8,0.1,1.9,2.8,15.5,1.81
1517,Quincy Douby,Rutgers,95.0,64.0,32.1,6.1,14.1,0.43200000000000005,3.5,7.3,0.473,2.6,6.8,0.389,2.9,3.6,0.82,0.7,2.2,2.9,2.7,1.3,0.7,2.2,1.8,17.8,6.93
1518,Jordan Farmar,UCLA,66.0,66.0,32.2,4.4,10.8,0.41,3.0,6.4,0.46299999999999997,1.5,4.4,0.33299999999999996,3.0,4.0,0.76,0.6,2.4,3.0,5.2,1.2,0.2,3.8,2.1,13.3,7.68
1519,Desmon Farmer,USC,121.0,75.0,27.0,4.3,10.6,0.41,2.7,5.6,0.474,1.7,5.0,0.33799999999999997,2.9,3.9,0.746,1.5,2.3,3.8,1.6,0.8,0.1,1.8,2.1,13.3,8.24
1520,Randy Foye,Villanova,131.0,128.0,31.3,5.2,13.1,0.39899999999999997,3.6,8.1,0.441,1.6,4.9,0.32899999999999996,3.0,3.8,0.7809999999999999,1.4,3.4,4.8,3.2,1.5,0.4,2.9,2.7,15.0,8.37
1521,Rudy Gay,UConn,64.0,59.0,29.8,5.0,10.8,0.461,4.1,8.5,0.483,0.9,2.3,0.37799999999999995,2.8,3.8,0.721,1.9,4.0,5.9,1.8,1.3,1.7,2.2,2.3,13.6,7.1
1522,Daniel Gibson,Texas,68.0,68.0,33.0,4.3,10.5,0.41100000000000003,1.8,3.9,0.451,2.6,6.6,0.387,2.5,3.4,0.741,0.8,2.8,3.6,3.5,1.5,0.3,2.4,2.5,13.8,7.28
1523,Lynn Greer,Temple,137.0,68.0,34.3,4.8,12.0,0.40299999999999997,2.6,6.4,0.40700000000000003,2.2,5.6,0.39799999999999996,3.4,4.0,0.852,0.8,2.6,2.6,3.2,1.4,0.1,2.7,1.0,15.3,8.16
1524,Mike Hall,George Washington,117.0,110.0,31.9,3.6,7.4,0.484,2.7,5.1,0.532,0.9,2.3,0.37799999999999995,2.4,3.1,0.77,3.1,4.8,7.9,1.8,1.0,0.4,1.3,2.2,10.4,2.04
1525,Robert Hite,Miami (FL),121.0,109.0,29.5,5.1,11.6,0.442,3.3,6.7,0.485,1.9,4.9,0.384,2.0,2.4,0.848,1.2,3.4,4.6,1.5,1.5,0.3,1.6,2.0,14.2,5.74
1526,Ryan Hollins,UCLA,113.0,61.0,20.2,2.0,3.5,0.575,2.0,3.5,0.574,0.0,0.0,1.0,1.7,2.9,0.591,1.6,2.5,4.0,0.4,0.2,0.9,1.4,2.4,5.7,7.98
1527,Alexander Johnson,Florida State,92.0,73.0,21.0,3.3,6.4,0.52,3.2,6.0,0.535,0.1,0.4,0.308,3.0,4.5,0.667,1.7,3.5,5.2,0.7,0.9,0.7,2.6,2.9,9.8,7.38
1529,Solomon Jones,South Florida,59.0,56.0,31.2,3.7,7.3,0.505,3.7,7.2,0.507,0.0,0.0,0.0,2.5,3.6,0.693,2.6,5.4,8.0,1.0,0.6,2.6,2.7,3.4,9.8,3.34
1530,Tarence Kinsey,South Carolina,123.0,96.0,24.9,3.4,8.2,0.42100000000000004,2.4,5.2,0.45799999999999996,1.0,2.9,0.35600000000000004,1.8,2.5,0.737,1.0,2.3,3.3,1.6,1.2,0.3,1.6,1.7,9.8,7.57
1531,Kyle Lowry,Villanova,57.0,34.0,26.7,3.2,7.1,0.449,2.9,6.4,0.46299999999999997,0.2,0.7,0.325,2.9,4.0,0.737,1.4,2.4,3.8,3.0,1.9,0.2,1.9,2.6,9.5,8.83
1532,Renaldo Major,Fresno State,41.0,13.0,24.0,3.5,7.3,0.47700000000000004,2.8,5.7,0.491,0.7,1.6,0.424,2.6,3.2,0.795,1.5,2.7,4.1,1.1,0.5,0.4,1.4,2.3,10.2,2.77
1533,Chris McCray,Maryland,103.0,75.0,25.5,3.5,7.7,0.46299999999999997,2.5,4.6,0.55,1.0,3.0,0.33,2.7,3.1,0.8540000000000001,1.1,2.3,3.4,2.6,1.6,0.5,1.8,2.2,10.8,8.46
